latency_us exceedance
1876.56 4.805195e-01
1876.65 4.795205e-01
1876.72 4.785215e-01
1876.72 4.775225e-01
1876.87 4.765235e-01
1877.19 4.755245e-01
1877.22 4.745255e-01
1877.25 4.735265e-01
1877.39 4.725275e-01
1877.40 4.715285e-01
1877.57 4.705295e-01
1877.63 4.695305e-01
1877.72 4.685315e-01
1877.75 4.675325e-01
1877.75 4.665335e-01
1877.77 4.655345e-01
1877.85 4.645355e-01
1878.12 4.635365e-01
1878.41 4.625375e-01
1878.77 4.615385e-01
1878.78 4.605395e-01
1879.04 4.595405e-01
1879.33 4.585415e-01
1879.35 4.575425e-01
1879.46 4.565435e-01
1879.52 4.555445e-01
1879.60 4.545455e-01
1879.79 4.535465e-01
1879.79 4.525475e-01
1879.97 4.515485e-01
1880.19 4.505495e-01
1880.22 4.495504e-01
1880.23 4.485514e-01
1880.32 4.475524e-01
1880.54 4.465534e-01
1880.64 4.455544e-01
1880.76 4.445554e-01
1880.79 4.435564e-01
1881.04 4.425574e-01
1881.14 4.415584e-01
1881.22 4.405594e-01
1881.23 4.395604e-01
1881.34 4.385614e-01
1881.74 4.375624e-01
1882.46 4.365634e-01
1882.51 4.355644e-01
1882.51 4.345654e-01
1882.60 4.335664e-01
1882.62 4.325674e-01
1882.79 4.315684e-01
1882.80 4.305694e-01
1882.81 4.295704e-01
1882.92 4.285714e-01
1883.27 4.275724e-01
1883.32 4.265734e-01
1883.39 4.255744e-01
1883.61 4.245754e-01
1883.95 4.235764e-01
1884.27 4.225774e-01
1884.32 4.215784e-01
1884.59 4.205794e-01
1884.61 4.195804e-01
1884.89 4.185814e-01
1885.69 4.175824e-01
1885.76 4.165834e-01
1885.91 4.155844e-01
1886.18 4.145854e-01
1886.25 4.135864e-01
1886.48 4.125874e-01
1886.52 4.115884e-01
1886.61 4.105894e-01
1886.67 4.095904e-01
1886.82 4.085914e-01
1886.89 4.075924e-01
1886.94 4.065934e-01
1887.22 4.055944e-01
1887.31 4.045954e-01
1887.43 4.035964e-01
1887.76 4.025974e-01
1888.11 4.015984e-01
1888.51 4.005994e-01
1888.59 3.996004e-01
1888.73 3.986014e-01
1888.77 3.976024e-01
1888.87 3.966034e-01
1889.27 3.956044e-01
1889.44 3.946054e-01
1889.65 3.936064e-01
1889.78 3.926074e-01
1890.07 3.916084e-01
1890.17 3.906094e-01
1890.38 3.896104e-01
1890.43 3.886114e-01
1890.62 3.876124e-01
1890.90 3.866134e-01
1891.03 3.856144e-01
1891.15 3.846154e-01
1891.30 3.836164e-01
1891.76 3.826174e-01
1891.77 3.816184e-01
1892.16 3.806194e-01
1892.18 3.796204e-01
1892.30 3.786214e-01
1892.70 3.776224e-01
1892.75 3.766234e-01
1892.76 3.756244e-01
1893.15 3.746254e-01
1893.23 3.736264e-01
1893.53 3.726274e-01
1893.85 3.716284e-01
1895.12 3.706294e-01
1895.28 3.696304e-01
1895.31 3.686314e-01
1895.40 3.676324e-01
1895.40 3.666334e-01
1895.50 3.656344e-01
1895.60 3.646354e-01
1895.62 3.636364e-01
1895.78 3.626374e-01
1895.89 3.616384e-01
1896.28 3.606394e-01
1896.59 3.596404e-01
1896.87 3.586414e-01
1897.00 3.576424e-01
1897.64 3.566434e-01
1897.90 3.556444e-01
1898.07 3.546454e-01
1898.22 3.536464e-01
1898.66 3.526474e-01
1898.72 3.516484e-01
1899.22 3.506494e-01
1899.25 3.496503e-01
1899.35 3.486513e-01
1899.40 3.476523e-01
1899.79 3.466533e-01
1900.60 3.456543e-01
1901.32 3.446553e-01
1901.35 3.436563e-01
1902.98 3.426573e-01
1903.77 3.416583e-01
1904.04 3.406593e-01
1904.19 3.396603e-01
1904.22 3.386613e-01
1904.73 3.376623e-01
1905.10 3.366633e-01
1906.14 3.356643e-01
1906.37 3.346653e-01
1906.54 3.336663e-01
1906.79 3.326673e-01
1907.75 3.316683e-01
1908.23 3.306693e-01
1908.84 3.296703e-01
1909.91 3.286713e-01
1911.73 3.276723e-01
1912.46 3.266733e-01
1912.51 3.256743e-01
1912.78 3.246753e-01
1912.82 3.236763e-01
1913.10 3.226773e-01
1913.48 3.216783e-01
1913.69 3.206793e-01
1913.75 3.196803e-01
1914.66 3.186813e-01
1914.70 3.176823e-01
1915.16 3.166833e-01
1915.79 3.156843e-01
1917.04 3.146853e-01
1917.13 3.136863e-01
1918.20 3.126873e-01
1918.65 3.116883e-01
1919.21 3.106893e-01
1920.14 3.096903e-01
1920.19 3.086913e-01
1920.32 3.076923e-01
1920.74 3.066933e-01
1920.87 3.056943e-01
1922.76 3.046953e-01
1923.84 3.036963e-01
1923.96 3.026973e-01
1924.34 3.016983e-01
1924.47 3.006993e-01
1924.79 2.997003e-01
1926.24 2.987013e-01
1926.75 2.977023e-01
1926.92 2.967033e-01
1927.50 2.957043e-01
1927.82 2.947053e-01
1930.34 2.937063e-01
1930.78 2.927073e-01
1931.56 2.917083e-01
1931.81 2.907093e-01
1931.86 2.897103e-01
1931.90 2.887113e-01
1932.59 2.877123e-01
1933.11 2.867133e-01
1933.28 2.857143e-01
1934.83 2.847153e-01
1937.47 2.837163e-01
1937.64 2.827173e-01
1939.44 2.817183e-01
1939.77 2.807193e-01
1939.80 2.797203e-01
1940.25 2.787213e-01
1941.01 2.777223e-01
1941.05 2.767233e-01
1941.54 2.757243e-01
1941.70 2.747253e-01
1943.35 2.737263e-01
1943.43 2.727273e-01
1944.79 2.717283e-01
1945.22 2.707293e-01
1946.97 2.697303e-01
1948.42 2.687313e-01
1948.64 2.677323e-01
1949.58 2.667333e-01
1950.27 2.657343e-01
1950.74 2.647353e-01
1951.11 2.637363e-01
1952.85 2.627373e-01
1953.80 2.617383e-01
1954.59 2.607393e-01
1955.26 2.597403e-01
1956.16 2.587413e-01
1956.85 2.577423e-01
1957.63 2.567433e-01
1958.02 2.557443e-01
1959.76 2.547453e-01
1959.80 2.537463e-01
1960.12 2.527473e-01
1960.22 2.517483e-01
1960.78 2.507493e-01
1962.74 2.497502e-01
1964.20 2.487512e-01
1964.20 2.477522e-01
1964.64 2.467532e-01
1965.37 2.457542e-01
1967.32 2.447552e-01
1967.41 2.437562e-01
1967.49 2.427572e-01
1967.81 2.417582e-01
1968.10 2.407592e-01
1968.23 2.397602e-01
1969.73 2.387612e-01
1969.84 2.377622e-01
1969.86 2.367632e-01
1974.15 2.357642e-01
1974.25 2.347652e-01
1974.66 2.337662e-01
1975.51 2.327672e-01
1975.71 2.317682e-01
1976.12 2.307692e-01
1976.69 2.297702e-01
1976.83 2.287712e-01
1977.85 2.277722e-01
1978.58 2.267732e-01
1978.67 2.257742e-01
1979.38 2.247752e-01
1980.81 2.237762e-01
1980.97 2.227772e-01
1981.72 2.217782e-01
1982.74 2.207792e-01
1983.27 2.197802e-01
1983.44 2.187812e-01
1983.61 2.177822e-01
1987.04 2.167832e-01
1987.10 2.157842e-01
1987.14 2.147852e-01
1988.67 2.137862e-01
1989.79 2.127872e-01
1990.23 2.117882e-01
1992.77 2.107892e-01
1993.63 2.097902e-01
1993.70 2.087912e-01
1994.00 2.077922e-01
1994.91 2.067932e-01
1995.33 2.057942e-01
1996.34 2.047952e-01
1997.17 2.037962e-01
1998.69 2.027972e-01
1998.74 2.017982e-01
2000.42 2.007992e-01
2000.62 1.998002e-01
2001.61 1.988012e-01
2001.89 1.978022e-01
2003.36 1.968032e-01
2004.92 1.958042e-01
2006.79 1.948052e-01
2007.06 1.938062e-01
2007.83 1.928072e-01
2008.74 1.918082e-01
2009.57 1.908092e-01
2010.30 1.898102e-01
2010.99 1.888112e-01
2011.03 1.878122e-01
2012.36 1.868132e-01
2014.33 1.858142e-01
2014.79 1.848152e-01
2015.19 1.838162e-01
2015.44 1.828172e-01
2017.69 1.818182e-01
2018.15 1.808192e-01
2022.38 1.798202e-01
2025.28 1.788212e-01
2027.73 1.778222e-01
2028.03 1.768232e-01
2029.22 1.758242e-01
2031.76 1.748252e-01
2034.18 1.738262e-01
2036.17 1.728272e-01
2036.45 1.718282e-01
2038.87 1.708292e-01
2039.18 1.698302e-01
2041.52 1.688312e-01
2042.95 1.678322e-01
2043.19 1.668332e-01
2045.12 1.658342e-01
2046.03 1.648352e-01
2049.88 1.638362e-01
2053.94 1.628372e-01
2055.86 1.618382e-01
2056.71 1.608392e-01
2057.18 1.598402e-01
2057.68 1.588412e-01
2058.78 1.578422e-01
2059.73 1.568432e-01
2064.11 1.558442e-01
2064.97 1.548452e-01
2067.19 1.538462e-01
2067.75 1.528472e-01
2071.96 1.518482e-01
2074.35 1.508492e-01
2075.47 1.498501e-01
2079.11 1.488511e-01
2082.84 1.478521e-01
2084.75 1.468531e-01
2086.10 1.458541e-01
2086.97 1.448551e-01
2088.32 1.438561e-01
2088.33 1.428571e-01
2093.28 1.418581e-01
2099.14 1.408591e-01
2103.91 1.398601e-01
2108.17 1.388611e-01
2110.00 1.378621e-01
2110.06 1.368631e-01
2110.80 1.358641e-01
2115.94 1.348651e-01
2117.00 1.338661e-01
2121.81 1.328671e-01
2124.55 1.318681e-01
2124.64 1.308691e-01
2134.10 1.298701e-01
2136.76 1.288711e-01
2136.86 1.278721e-01
2137.49 1.268731e-01
2138.08 1.258741e-01
2141.56 1.248751e-01
2142.93 1.238761e-01
2146.98 1.228771e-01
2147.98 1.218781e-01
2153.07 1.208791e-01
2156.44 1.198801e-01
2157.32 1.188811e-01
2158.26 1.178821e-01
2163.51 1.168831e-01
2167.42 1.158841e-01
2168.61 1.148851e-01
2172.72 1.138861e-01
2173.44 1.128871e-01
2176.32 1.118881e-01
2176.37 1.108891e-01
2180.52 1.098901e-01
2181.00 1.088911e-01
2181.16 1.078921e-01
2187.79 1.068931e-01
2189.54 1.058941e-01
2190.47 1.048951e-01
2195.48 1.038961e-01
2200.10 1.028971e-01
2200.22 1.018981e-01
2203.82 1.008991e-01
2209.32 9.990010e-02
2212.65 9.890110e-02
2213.13 9.790210e-02
2214.16 9.690310e-02
2214.18 9.590410e-02
2232.00 9.490509e-02
2234.07 9.390609e-02
2246.88 9.290709e-02
2252.83 9.190809e-02
2254.29 9.090909e-02
2256.53 8.991009e-02
2260.31 8.891109e-02
2263.78 8.791209e-02
2265.20 8.691309e-02
2268.28 8.591409e-02
2268.86 8.491508e-02
2271.16 8.391608e-02
2280.07 8.291708e-02
2287.27 8.191808e-02
