platform,model,impl,device,kernel,size,scenario,iter,lat_ns,e2e_ns
P2,opencl,amd-ocl,gpu,null,1,ovh,2,96100,-1
P2,opencl,amd-ocl,gpu,null,1,ovh,3,117000,-1
P2,opencl,amd-ocl,gpu,null,1,ovh,4,76100,-1
P2,cpp,serial,cpu,gemm,256,ovh,0,1908500,1813300
P2,cpp,serial,cpu,gemm,256,ovh,1,2175200,1839400
P2,cpp,serial,cpu,gemm,256,ovh,2,1818200,1818200
P2,cpp,serial,cpu,gemm,256,ovh,3,1812300,1893300
P2,cpp,serial,cpu,gemm,256,ovh,4,1860000,1953600
P2,opencl,amd-ocl,gpu,gemm,256,ovh,0,932700,1307500
P2,opencl,amd-ocl,gpu,gemm,256,ovh,1,629600,1128000
P2,opencl,amd-ocl,gpu,gemm,256,ovh,2,638200,1102300
P2,opencl,amd-ocl,gpu,gemm,256,ovh,3,633400,1219900
P2,opencl,amd-ocl,gpu,gemm,256,ovh,4,644900,1840100
P2,opencl,amd-ocl,gpu,null,1,ovh,0,159000,-1
P2,opencl,amd-ocl,gpu,null,1,ovh,1,122400,-1
P2,opencl,amd-ocl,gpu,null,1,ovh,2,79400,-1
P2,opencl,amd-ocl,gpu,null,1,ovh,3,77600,-1
P2,opencl,amd-ocl,gpu,null,1,ovh,4,77300,-1
P2,cpp,serial,cpu,gemm,256,ovh,0,2051900,1831200
P2,cpp,serial,cpu,gemm,256,ovh,1,1887200,1861200
P2,cpp,serial,cpu,gemm,256,ovh,2,1833700,1808000
P2,cpp,serial,cpu,gemm,256,ovh,3,1856600,1938600
P2,cpp,serial,cpu,gemm,256,ovh,4,1832100,1813100
P2,opencl,amd-ocl,gpu,gemm,256,ovh,0,1189100,2279200
P2,opencl,amd-ocl,gpu,gemm,256,ovh,1,1041400,2006900
P2,opencl,amd-ocl,gpu,gemm,256,ovh,2,694100,1250200
P2,opencl,amd-ocl,gpu,gemm,256,ovh,3,677400,1291400
P2,opencl,amd-ocl,gpu,gemm,256,ovh,4,694900,1319100
P2,opencl,amd-ocl,gpu,null,1,ovh,0,158500,-1
P2,opencl,amd-ocl,gpu,null,1,ovh,1,92000,-1
P2,opencl,amd-ocl,gpu,null,1,ovh,2,98600,-1
P2,opencl,amd-ocl,gpu,null,1,ovh,3,95500,-1
P2,opencl,amd-ocl,gpu,null,1,ovh,4,99500,-1
P2,cpp,serial,cpu,gemm,256,ovh,0,1872700,1813800
P2,cpp,serial,cpu,gemm,256,ovh,1,1812600,1820700
P2,cpp,serial,cpu,gemm,256,ovh,2,1803800,1926500
P2,cpp,serial,cpu,gemm,256,ovh,3,1829800,2023200
P2,cpp,serial,cpu,gemm,256,ovh,4,1843200,1812000
P2,opencl,amd-ocl,gpu,gemm,256,ovh,0,969100,1443500
P2,opencl,amd-ocl,gpu,gemm,256,ovh,1,686900,1273600
P2,opencl,amd-ocl,gpu,gemm,256,ovh,2,629700,1066900
P2,opencl,amd-ocl,gpu,gemm,256,ovh,3,633000,1233200
P2,opencl,amd-ocl,gpu,gemm,256,ovh,4,726200,1306400
P2,opencl,amd-ocl,gpu,null,1,ovh,0,133400,-1
P2,opencl,amd-ocl,gpu,null,1,ovh,1,103800,-1
P2,opencl,amd-ocl,gpu,null,1,ovh,2,103600,-1
P2,opencl,amd-ocl,gpu,null,1,ovh,3,98000,-1
P2,opencl,amd-ocl,gpu,null,1,ovh,4,97200,-1
P2,cpp,serial,cpu,gemm,256,ovh,0,1873500,1799200
P2,cpp,serial,cpu,gemm,256,ovh,1,1867600,1803700
P2,cpp,serial,cpu,gemm,256,ovh,2,2003300,2032100
P2,cpp,serial,cpu,gemm,256,ovh,3,1815600,1865800
P2,cpp,serial,cpu,gemm,256,ovh,4,1872600,1799200
