platform,model,impl,device,kernel,size,scenario,n,min,median,mean,std,cov,p99,p999,max,iqr,e2e_median,tail999,maxmed,label,family,gflops
P1,sycl,acpp-omp-jit-usm,cpu,kalman,4096,iso,1000.0,391.746,447.70050000000003,454.148903,37.698305543942894,0.08300869009022552,571.23998,879.3884420000151,1046.663,29.969750000000033,570.013,1.9642337723545429,2.3378642641676746,SYCL OMP JIT USM,SYCL,9.148973476688097
P1,sycl,acpp-omp-jit-usm,cpu,kalman,32768,intf,500.0,3183.906,3470.215,3626.922468,444.8502602605158,0.12265226626303383,5116.80202,5849.170714000008,5965.794,339.9459999999999,5245.84,1.6855355400169754,1.7191424738813013,SYCL OMP JIT USM,SYCL,9.442642602835848
P1,sycl,acpp-omp-jit-usm,cpu,kalman,32768,iso,500.0,3160.55,3364.8509999999997,3464.859232,546.2619472549335,0.15765776058371583,4966.432869999998,10586.957674000138,12650.659,99.49900000000025,4726.130499999999,3.1463377350141624,3.759649089959704,SYCL OMP JIT USM,SYCL,9.738321251074714
P2,cpp,openmp,cpu,conv,512,all,1000.0,862.2,948.9,1103.7686,274.81702955561866,0.2489806555066149,1904.607,2008.0313000000028,2039.3,304.6249999999999,955.45,2.116167457055541,2.1491200337232583,C++ OpenMP,Native,13.813046685636
P2,cpp,openmp,cpu,conv,1024,all,500.0,3589.4,4205.799999999999,4697.560200000001,1991.282491702139,0.4238971736226262,7228.67099999998,27487.623400000168,29994.3,1123.5500000000002,4273.35,6.535646821056677,7.131651528841125,C++ OpenMP,Native,12.465832897427365
P2,cpp,openmp,cpu,gemm,256,all,1000.0,344.2,393.6,436.7665,97.66286685999603,0.22360429854394975,732.153,818.6657000000059,884.3,36.27499999999998,394.7,2.07994334349595,2.2466971544715446,C++ OpenMP,Native,85.25008130081301
P2,cpp,openmp,cpu,gemm,512,all,300.0,2660.5,3098.45,3324.58,532.60065382503,0.16020088366802124,4950.362,5305.037100000006,5384.9,736.0,3100.05,1.7121583695073364,1.7379334828704676,C++ OpenMP,Native,86.63540028078556
P2,cpp,openmp,cpu,kalman,4096,all,1000.0,160.2,217.9,215.174,44.90252911720142,0.20868008735814464,355.07899999999995,528.9426000000038,571.5,62.25,258.6,2.427455713630123,2.622762735199633,C++ OpenMP,Native,18.797613584212943
P2,cpp,openmp,cpu,kalman,32768,all,500.0,1059.2,1234.6,1335.2977999999998,244.6761842219443,0.18323716568839127,1930.7709999999997,2022.3178000000007,2031.2,432.8749999999998,2119.75,1.6380348290944442,1.6452292240401751,C++ OpenMP,Native,26.54138992386198
P2,cpp,serial,cpu,conv,512,intf,1000.0,4199.8,4626.65,5367.720199999999,2116.8491139387197,0.39436651596309363,11407.118999999995,27536.03730000164,45755.1,1338.125,4600.65,5.95161451590279,9.889466460614052,C++ serial,Native,2.832978504965796
P2,cpp,serial,cpu,conv,512,iso,1000.0,4052.5,4140.65,4304.0915,1430.340423754281,0.33232110045854757,5492.041999999999,9436.85920000349,48157.3,193.82499999999982,4143.0,2.279076763310951,11.630372043036724,C++ serial,Native,3.1654933404175676
P2,cpp,serial,cpu,conv,1024,intf,500.0,17107.1,23540.9,28025.894600000003,15904.388078740698,0.5674890420354574,86642.4919999999,188232.7720000046,256881.2,9573.925,23568.8,7.995988768483983,10.912123155869146,C++ serial,Native,2.227136600554779
P2,cpp,serial,cpu,conv,1024,iso,500.0,16395.3,16935.6,16983.0672,449.00549738006004,0.026438421993646707,18210.469999999998,20868.962100000117,22621.5,430.1499999999978,16955.9,1.2322540742577834,1.3357365549493376,C++ serial,Native,3.0957745813552515
P2,cpp,serial,cpu,gemm,256,intf,1000.0,1864.4,2180.7,2868.6201,2879.0914239449608,1.0036502999978842,17097.617000000002,39980.53510000121,53402.2,762.2750000000001,2186.9,18.333807997432572,24.48855871967717,C++ serial,Native,15.387000504425185
P2,cpp,serial,cpu,gemm,256,iso,1000.0,1771.1,1796.35,1835.9511,101.39215654180653,0.05522595702129895,2280.397,2469.4515000000138,2620.8,38.52500000000009,1795.05,1.3747050964455778,1.458958443510452,C++ serial,Native,18.679228435438528
P2,cpp,serial,cpu,gemm,512,intf,300.0,10252.9,13601.55,14663.841333333334,4828.305676575002,0.32926608838841326,37122.78499999999,47732.479200000256,51242.5,3827.1749999999993,13973.55,3.5093411559712133,3.767401509386798,C++ serial,Native,19.73565189261518
P2,cpp,serial,cpu,gemm,512,iso,300.0,9320.4,10023.6,10347.321333333335,2905.3330277529394,0.28078117361578075,20556.212999999996,46262.02040000051,53270.7,375.97500000000036,9894.900000000001,4.615309908615718,5.3145277145935585,C++ serial,Native,26.780343988187877
P2,cpp,serial,cpu,kalman,4096,intf,1000.0,554.0,592.95,717.2938,436.8726695857627,0.6090568043189035,2348.771999999998,3976.732900000453,9004.6,81.00000000000011,1051.95,6.706691795261746,15.186103381398095,C++ serial,Native,6.907833712791972
P2,cpp,serial,cpu,kalman,4096,iso,1000.0,525.1,541.6,556.6316,54.96534481444259,0.09874636081466195,808.8109999999999,1036.2637000000148,1199.8,9.700000000000045,563.7,1.9133377031019474,2.215288035450517,C++ serial,Native,7.562776957163958
P2,cpp,serial,cpu,kalman,32768,intf,500.0,4481.8,5920.85,6361.999,2449.9168755721953,0.38508602022291977,15379.351999999997,32066.849200000637,41622.3,1962.0249999999996,8879.1,5.41591987636921,7.029784574849895,C++ serial,Native,5.534340508541848
P2,cpp,serial,cpu,kalman,32768,iso,500.0,4244.2,4423.200000000001,4480.659799999999,223.4615730572629,0.04987247035743775,5281.491999999998,6012.962400000006,6094.0,254.95000000000073,5271.05,1.3594145415084113,1.3777355760535357,C++ serial,Native,7.408211249773918
P2,opencl,amd-ocl,gpu,conv,512,intf,1000.0,934.8,1380.65,1637.5545,1605.0579769993606,0.9801554555890266,4326.562999999998,12149.694500003096,46509.8,503.2750000000001,4667.4,8.799981530440803,33.686886611378696,OpenCL AMD iGPU,OpenCL,9.493499438670192
P2,opencl,amd-ocl,gpu,conv,512,iso,1000.0,335.9,362.75,412.1259,152.89982176145494,0.37100270029487337,1393.6799999999998,1509.487800000008,1597.2,35.974999999999966,936.7,4.161234458993819,4.40303239145417,OpenCL AMD iGPU,OpenCL,36.1328738800827
P2,opencl,amd-ocl,gpu,conv,1024,intf,500.0,2383.1,3856.1499999999996,4252.2598,3419.7609546777153,0.8042220173559752,12707.111,47428.80420000164,72181.3,450.9500000000003,12950.25,12.299522632678098,18.71848864800384,OpenCL AMD iGPU,OpenCL,13.596151601986438
P2,opencl,amd-ocl,gpu,conv,1024,iso,500.0,1197.5,1754.85,1877.428,822.8452966995687,0.43828327728124256,4214.701999999984,11944.30870000031,16614.3,112.22499999999991,3878.4,6.806455651480361,9.467646807419438,OpenCL AMD iGPU,OpenCL,29.876513662136365
P2,opencl,amd-ocl,gpu,gemm,256,intf,1000.0,1081.0,1673.7,1954.1501,876.467657631966,0.4485160365275758,5122.235,8628.2600000005,14182.7,430.75,3885.9,5.155201051562705,8.473860309493936,OpenCL AMD iGPU,OpenCL,20.04805640198363
P2,opencl,amd-ocl,gpu,gemm,256,iso,1000.0,612.2,655.8,704.639,194.4787961736733,0.27599777499354033,1705.537,2245.7266000000022,2272.3,44.35000000000002,1181.9499999999998,3.4244077462641087,3.464928331808479,OpenCL AMD iGPU,OpenCL,51.16564806343398
P2,opencl,amd-ocl,gpu,gemm,512,intf,300.0,6586.3,6972.65,8183.886333333333,7392.088282357051,0.9032491387678182,40078.84699999999,94982.97720000127,112455.7,639.5,11852.25,13.62222070518401,16.128114848730398,OpenCL AMD iGPU,OpenCL,38.498340802994555
P2,opencl,amd-ocl,gpu,gemm,512,iso,300.0,4539.3,4944.45,4969.522,670.4334647211908,0.13490904451598984,6944.996999999974,11517.577600000039,12043.1,412.59999999999945,6350.3,2.3293950995560757,2.435680409347855,OpenCL AMD iGPU,OpenCL,54.29025594353265
P2,opencl,amd-ocl,gpu,kalman,4096,intf,1000.0,395.3,729.65,862.0867,453.12661365352517,0.5256160588645262,2942.701999999999,3959.7618000002844,7118.4,317.525,2859.75,5.426933187144911,9.75591036798465,OpenCL AMD iGPU,OpenCL,5.613650380319331
P2,opencl,amd-ocl,gpu,kalman,4096,iso,1000.0,129.9,156.4,173.9155,65.25813983377525,0.37522900393452707,388.38099999999963,697.4749000000518,1271.8,43.5,628.2,4.459558184143553,8.131713554987211,OpenCL AMD iGPU,OpenCL,26.18925831202046
P2,opencl,amd-ocl,gpu,kalman,32768,intf,500.0,2090.1,2391.45,2676.9597999999996,756.184556739731,0.282478861557701,5695.764999999996,9180.590300000107,10797.5,414.87500000000045,12050.3,3.838922118380107,4.515043174642999,OpenCL AMD iGPU,OpenCL,13.702147232850363
P2,opencl,amd-ocl,gpu,kalman,32768,iso,500.0,1428.4,1675.15,1720.6162000000002,224.7391843883908,0.13061552273446617,2963.023999999999,3764.7972000000163,4012.9,147.29999999999995,5102.15,2.2474388562218404,2.3955466674626154,OpenCL AMD iGPU,OpenCL,19.56123332238904
