latency_us exceedance
1883.50 2.877123e-01
1884.30 2.867133e-01
1885.00 2.857143e-01
1885.30 2.847153e-01
1885.90 2.837163e-01
1887.20 2.827173e-01
1887.40 2.817183e-01
1887.50 2.807193e-01
1887.70 2.797203e-01
1890.30 2.787213e-01
1893.50 2.777223e-01
1895.70 2.767233e-01
1896.70 2.757243e-01
1897.00 2.747253e-01
1897.60 2.737263e-01
1899.00 2.727273e-01
1902.40 2.717283e-01
1903.90 2.707293e-01
1905.50 2.697303e-01
1907.90 2.687313e-01
1910.10 2.677323e-01
1910.10 2.667333e-01
1912.30 2.657343e-01
1916.30 2.647353e-01
1917.90 2.637363e-01
1918.00 2.627373e-01
1920.60 2.617383e-01
1924.70 2.607393e-01
1925.10 2.597403e-01
1927.20 2.587413e-01
1928.20 2.577423e-01
1931.50 2.567433e-01
1932.60 2.557443e-01
1935.00 2.547453e-01
1936.70 2.537463e-01
1945.00 2.527473e-01
1947.40 2.517483e-01
1947.60 2.507493e-01
1948.90 2.497502e-01
1950.10 2.487512e-01
1950.20 2.477522e-01
1950.90 2.467532e-01
1951.20 2.457542e-01
1955.10 2.447552e-01
1955.30 2.437562e-01
1956.70 2.427572e-01
1957.70 2.417582e-01
1964.00 2.407592e-01
1966.70 2.397602e-01
1967.50 2.387612e-01
1972.00 2.377622e-01
1972.80 2.367632e-01
1972.90 2.357642e-01
1979.50 2.347652e-01
1981.30 2.337662e-01
1983.10 2.327672e-01
1983.40 2.317682e-01
1984.80 2.307692e-01
1995.90 2.297702e-01
2002.00 2.287712e-01
2007.90 2.277722e-01
2009.20 2.267732e-01
2009.30 2.257742e-01
2019.60 2.247752e-01
2021.20 2.237762e-01
2022.00 2.227772e-01
2022.60 2.217782e-01
2026.80 2.207792e-01
2027.10 2.197802e-01
2027.50 2.187812e-01
2030.30 2.177822e-01
2030.80 2.167832e-01
2030.90 2.157842e-01
2034.30 2.147852e-01
2034.70 2.137862e-01
2035.00 2.127872e-01
2038.90 2.117882e-01
2040.00 2.107892e-01
2043.70 2.097902e-01
2048.30 2.087912e-01
2048.90 2.077922e-01
2049.80 2.067932e-01
2051.70 2.057942e-01
2069.90 2.047952e-01
2079.80 2.037962e-01
2093.40 2.027972e-01
2098.50 2.017982e-01
2101.00 2.007992e-01
2102.70 1.998002e-01
2104.20 1.988012e-01
2116.80 1.978022e-01
2116.90 1.968032e-01
2138.50 1.958042e-01
2141.40 1.948052e-01
2142.00 1.938062e-01
2148.20 1.928072e-01
2155.60 1.918082e-01
2159.90 1.908092e-01
2160.30 1.898102e-01
2163.70 1.888112e-01
2164.30 1.878122e-01
2182.20 1.868132e-01
2183.60 1.858142e-01
2194.00 1.848152e-01
2195.70 1.838162e-01
2198.10 1.828172e-01
2199.90 1.818182e-01
2211.30 1.808192e-01
2221.40 1.798202e-01
2223.10 1.788212e-01
2234.70 1.778222e-01
2242.10 1.768232e-01
2262.00 1.758242e-01
2270.80 1.748252e-01
2278.60 1.738262e-01
2280.40 1.728272e-01
2282.90 1.718282e-01
2287.50 1.708292e-01
2294.80 1.698302e-01
2298.20 1.688312e-01
2311.00 1.678322e-01
2312.90 1.668332e-01
2316.00 1.658342e-01
2338.50 1.648352e-01
2347.00 1.638362e-01
2369.10 1.628372e-01
2376.10 1.618382e-01
2377.20 1.608392e-01
2378.70 1.598402e-01
2380.10 1.588412e-01
2386.50 1.578422e-01
2386.50 1.568432e-01
2388.40 1.558442e-01
2388.70 1.548452e-01
2392.40 1.538462e-01
2409.30 1.528472e-01
2418.60 1.518482e-01
2420.90 1.508492e-01
2430.00 1.498501e-01
2431.30 1.488511e-01
2442.10 1.478521e-01
2443.60 1.468531e-01
2449.60 1.458541e-01
2453.50 1.448551e-01
2465.70 1.438561e-01
2466.60 1.428571e-01
2478.70 1.418581e-01
2479.00 1.408591e-01
2486.50 1.398601e-01
2487.40 1.388611e-01
2499.20 1.378621e-01
2502.90 1.368631e-01
2534.60 1.358641e-01
2534.60 1.348651e-01
2542.80 1.338661e-01
2544.50 1.328671e-01
2548.20 1.318681e-01
2554.10 1.308691e-01
2569.50 1.298701e-01
2569.70 1.288711e-01
2590.70 1.278721e-01
2596.50 1.268731e-01
2601.40 1.258741e-01
2603.20 1.248751e-01
2606.40 1.238761e-01
2615.10 1.228771e-01
2625.70 1.218781e-01
2656.60 1.208791e-01
2672.80 1.198801e-01
2673.30 1.188811e-01
2681.60 1.178821e-01
2698.50 1.168831e-01
2700.20 1.158841e-01
2726.20 1.148851e-01
2741.60 1.138861e-01
2792.00 1.128871e-01
2793.80 1.118881e-01
2819.40 1.108891e-01
2819.90 1.098901e-01
2835.20 1.088911e-01
2844.20 1.078921e-01
2867.60 1.068931e-01
2885.20 1.058941e-01
2895.90 1.048951e-01
2897.00 1.038961e-01
2898.20 1.028971e-01
2904.90 1.018981e-01
2910.50 1.008991e-01
2914.50 9.990010e-02
2943.70 9.890110e-02
2950.30 9.790210e-02
2981.10 9.690310e-02
3005.20 9.590410e-02
3007.00 9.490509e-02
3009.10 9.390609e-02
3010.30 9.290709e-02
3010.80 9.190809e-02
3026.60 9.090909e-02
3055.60 8.991009e-02
3058.90 8.891109e-02
3063.40 8.791209e-02
3090.20 8.691309e-02
3105.60 8.591409e-02
3105.90 8.491508e-02
3113.40 8.391608e-02
3116.10 8.291708e-02
3126.30 8.191808e-02
3134.90 8.091908e-02
3144.30 7.992008e-02
3154.80 7.892108e-02
3176.40 7.792208e-02
3187.00 7.692308e-02
3194.00 7.592408e-02
3195.60 7.492507e-02
3213.20 7.392607e-02
3216.40 7.292707e-02
3246.20 7.192807e-02
3256.20 7.092907e-02
3262.70 6.993007e-02
3276.70 6.893107e-02
3277.90 6.793207e-02
3281.20 6.693307e-02
3333.80 6.593407e-02
3334.10 6.493506e-02
3339.00 6.393606e-02
3388.40 6.293706e-02
3401.70 6.193806e-02
3404.30 6.093906e-02
3427.70 5.994006e-02
3432.90 5.894106e-02
3446.30 5.794206e-02
3456.90 5.694306e-02
3490.50 5.594406e-02
3494.80 5.494505e-02
3499.30 5.394605e-02
3506.70 5.294705e-02
3513.40 5.194805e-02
3531.80 5.094905e-02
3558.90 4.995005e-02
3564.90 4.895105e-02
3576.60 4.795205e-02
3612.60 4.695305e-02
3661.60 4.595405e-02
3690.70 4.495504e-02
3695.10 4.395604e-02
3697.90 4.295704e-02
3704.20 4.195804e-02
3704.70 4.095904e-02
3813.20 3.996004e-02
3818.70 3.896104e-02
3825.20 3.796204e-02
3835.50 3.696304e-02
3917.70 3.596404e-02
3926.90 3.496503e-02
3951.10 3.396603e-02
3988.20 3.296703e-02
3992.60 3.196803e-02
4162.50 3.096903e-02
4201.30 2.997003e-02
4216.90 2.897103e-02
4240.50 2.797203e-02
4240.90 2.697303e-02
4302.90 2.597403e-02
4355.40 2.497502e-02
4480.60 2.397602e-02
4499.20 2.297702e-02
4530.70 2.197802e-02
4662.90 2.097902e-02
4702.10 1.998002e-02
4716.20 1.898102e-02
4716.90 1.798202e-02
4769.00 1.698302e-02
4798.90 1.598402e-02
4920.00 1.498501e-02
5013.20 1.398601e-02
5089.30 1.298701e-02
5120.80 1.198801e-02
5121.90 1.098901e-02
5155.40 9.990010e-03
5472.20 8.991009e-03
5882.50 7.992008e-03
5890.30 6.993007e-03
5992.70 5.994006e-03
6309.60 4.995005e-03
6678.40 3.996004e-03
7519.60 2.997003e-03
8622.70 1.998002e-03
14182.70 9.990010e-04
